trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block,american,comments,language,age,trial
MC,7725,NA,200,32,projective,Muffins are sold at the bakery,8.983033333333333,MC,MC,muffins,0.01,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,27
C,6954,low_prior,200,33,projective,Zoe is 5 years old,8.983033333333333,be_right,be_right,zoe,0.02,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,28
C,7586,low_prior,200,34,projective,Frank is allergic to cats,8.983033333333333,know,know,frank,0.78,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,29
C,20922,high_prior,200,35,projective,Josh is a 5-year old boy,8.983033333333333,suggest,suggest,josh,0.16,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,30
MC,6806,NA,200,36,projective,Many children like ice cream,8.983033333333333,MC,MC,kids,0.02,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,31
C,5828,high_prior,200,37,projective,Sophia is a hipster,8.983033333333333,confirm,confirm,sophia,0.02,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,32
C,8323,high_prior,200,38,projective,Josie loves France,8.983033333333333,demonstrate,demonstrate,josie,0.21,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,33
C,5471,high_prior,200,39,projective,Owen lives in Chicago,8.983033333333333,establish,establish,owen,0.02,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,34
C,5858,low_prior,200,40,projective,Isabella is a vegetarian,8.983033333333333,reveal,reveal,isabella,0,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,35
MC,5327,NA,200,41,projective,Hats are worn on the head,8.983033333333333,MC,MC,hat,0.03,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,36
C,5692,high_prior,200,42,projective,Mary is taking a prenatal yoga class,8.983033333333333,acknowledge,acknowledge,mary,0.74,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,37
C,7749,high_prior,200,43,projective,Jayden's car is in the shop,8.983033333333333,hear,hear,jayden,0.82,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,38
MC,5663,NA,200,44,projective,Ballet is a type of dance,8.983033333333333,MC,MC,ballet,0.03,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,39
C,5897,low_prior,200,45,projective,Olivia has two small children,8.983033333333333,be_annoyed,be_annoyed,olivia,0.98,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,40
C,6660,low_prior,200,46,projective,Emily never has any money,8.983033333333333,discover,discover,emily,0.61,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,41
MC,6121,NA,200,47,projective,Pizza is sold at the pizzeria,8.983033333333333,MC,MC,pizza,0.02,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,42
C,3708,low_prior,200,48,projective,Mia is a nun,8.983033333333333,admit,admit,mia,0.82,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,43
C,7192,high_prior,200,49,projective,Tony really likes to party with his friends,8.983033333333333,confess,confess,tony,0.8,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,44
MC,5864,NA,200,50,projective,Garages are used to store cars and other things,8.983033333333333,MC,MC,garage,0.01,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,45
C,8058,high_prior,200,51,projective,Grace loves her sister,8.983033333333333,pretend,pretend,grace,0.33,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,46
C,4891,high_prior,200,52,projective,Jackson is training for a marathon,8.983033333333333,think,think,jackson,0.02,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,47
C,6522,low_prior,200,53,projective,Danny is a diabetic,8.983033333333333,inform,inform,danny,0.87,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,48
C,5898,high_prior,200,54,projective,Charley lives in Mexico,8.983033333333333,prove,prove,charley,0.29,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,49
C,6812,low_prior,200,55,projective,Jon lives 10 miles away from work,8.983033333333333,announce,announce,jon,0.81,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,50
C,6074,low_prior,200,56,projective,Julian is German,8.983033333333333,say,say,julian,0.02,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,51
C,4041,low_prior,200,57,projective,Emma is in first grade,8.983033333333333,see,see,emma,0.84,block2,Yes,This was a very fun study. It really made me think about the questions!  Thanks and have a great day.,English,48,52
C,24415,high_prior,201,5,projective,Josh is a 5-year old boy,11.680983333333334,confess,confess,josh,0.8,block1,Yes,NA,English,58,1
C,26656,low_prior,201,6,projective,Isabella is a vegetarian,11.680983333333334,inform,inform,isabella,0.38,block1,Yes,NA,English,58,2
C,10391,low_prior,201,7,projective,Danny is a diabetic,11.680983333333334,suggest,suggest,danny,0.18,block1,Yes,NA,English,58,3
MC,18144,NA,201,8,projective,Muffins are sold at the bakery,11.680983333333334,MC,MC,muffins,0.02,block1,Yes,NA,English,58,4
C,14493,high_prior,201,9,projective,Tony really likes to party with his friends,11.680983333333334,prove,prove,tony,0.11,block1,Yes,NA,English,58,5
C,10404,high_prior,201,10,projective,Charley lives in Mexico,11.680983333333334,say,say,charley,0.34,block1,Yes,NA,English,58,6
MC,9826,NA,201,11,projective,Ballet is a type of dance,11.680983333333334,MC,MC,ballet,0.03,block1,Yes,NA,English,58,7
C,9019,low_prior,201,12,projective,Julian is German,11.680983333333334,confirm,confirm,julian,0.32,block1,Yes,NA,English,58,8
C,11613,high_prior,201,13,projective,Jayden's car is in the shop,11.680983333333334,be_annoyed,be_annoyed,jayden,0.78,block1,Yes,NA,English,58,9
C,12488,low_prior,201,14,projective,Owen lives in New Orleans,11.680983333333334,think,think,owen,0.06,block1,Yes,NA,English,58,10
C,17036,low_prior,201,15,projective,Frank is allergic to cats,11.680983333333334,establish,establish,frank,0.32,block1,Yes,NA,English,58,11
C,14401,low_prior,201,16,projective,Emma is in first grade,11.680983333333334,know,know,emma,0.67,block1,Yes,NA,English,58,12
C,12930,low_prior,201,17,projective,Jackson is obese,11.680983333333334,acknowledge,acknowledge,jackson,0.3,block1,Yes,NA,English,58,13
C,27157,high_prior,201,18,projective,Mary is taking a prenatal yoga class,11.680983333333334,discover,discover,mary,0.89,block1,Yes,NA,English,58,14
C,11339,high_prior,201,19,projective,Olivia works the third shift,11.680983333333334,be_right,be_right,olivia,0.28,block1,Yes,NA,English,58,15
MC,11150,NA,201,20,projective,Pizza is sold at the pizzeria,11.680983333333334,MC,MC,pizza,0.03,block1,Yes,NA,English,58,16
C,15303,low_prior,201,21,projective,Zoe is 5 years old,11.680983333333334,announce,announce,zoe,0.13,block1,Yes,NA,English,58,17
C,9848,low_prior,201,22,projective,Grace hates her sister,11.680983333333334,demonstrate,demonstrate,grace,0.35,block1,Yes,NA,English,58,18
C,41712,high_prior,201,23,projective,Emily has been saving for a year,11.680983333333334,admit,admit,emily,0.98,block1,Yes,NA,English,58,19
MC,12643,NA,201,24,projective,Many children like ice cream,11.680983333333334,MC,MC,kids,0.02,block1,Yes,NA,English,58,20
C,12312,low_prior,201,25,projective,Mia is a nun,11.680983333333334,reveal,reveal,mia,0.18,block1,Yes,NA,English,58,21
C,13388,high_prior,201,26,projective,Jon lives 2 blocks away from work,11.680983333333334,pretend,pretend,jon,0.1,block1,Yes,NA,English,58,22
C,8057,high_prior,201,27,projective,Sophia is a hipster,11.680983333333334,see,see,sophia,0.94,block1,Yes,NA,English,58,23
C,16435,high_prior,201,28,projective,Josie loves France,11.680983333333334,hear,hear,josie,0.97,block1,Yes,NA,English,58,24
MC,10730,NA,201,29,projective,Hats are worn on the head,11.680983333333334,MC,MC,hat,0.01,block1,Yes,NA,English,58,25
MC,10107,NA,201,30,projective,Garages are used to store cars and other things,11.680983333333334,MC,MC,garage,0.02,block1,Yes,NA,English,58,26
MC,9883,NA,201,32,ai,Ballet is a type of dance,11.680983333333334,MC,MC,ballet,0.010000000000000009,block2,Yes,NA,English,58,27
MC,9982,NA,201,33,ai,Garages are used to store cars and other things,11.680983333333334,MC,MC,garage,0.020000000000000018,block2,Yes,NA,English,58,28
C,13256,low_prior,201,34,ai,Mia is a nun,11.680983333333334,reveal,reveal,mia,0.15000000000000002,block2,Yes,NA,English,58,29
C,10702,high_prior,201,35,ai,Tony really likes to party with his friends,11.680983333333334,prove,prove,tony,0.19999999999999996,block2,Yes,NA,English,58,30
MC,8731,NA,201,36,ai,Muffins are sold at the bakery,11.680983333333334,MC,MC,muffins,0.020000000000000018,block2,Yes,NA,English,58,31
C,12395,high_prior,201,37,ai,Jon lives 2 blocks away from work,11.680983333333334,pretend,pretend,jon,0.76,block2,Yes,NA,English,58,32
C,11604,high_prior,201,38,ai,Emily has been saving for a year,11.680983333333334,admit,admit,emily,0.16000000000000003,block2,Yes,NA,English,58,33
C,8587,low_prior,201,39,ai,Frank is allergic to cats,11.680983333333334,establish,establish,frank,0.15000000000000002,block2,Yes,NA,English,58,34
C,5647,low_prior,201,40,ai,Jackson is obese,11.680983333333334,acknowledge,acknowledge,jackson,0.24,block2,Yes,NA,English,58,35
C,5153,high_prior,201,41,ai,Olivia works the third shift,11.680983333333334,be_right,be_right,olivia,0.020000000000000018,block2,Yes,NA,English,58,36
C,7610,high_prior,201,42,ai,Sophia is a hipster,11.680983333333334,see,see,sophia,0.71,block2,Yes,NA,English,58,37
C,12697,high_prior,201,43,ai,Jayden's car is in the shop,11.680983333333334,be_annoyed,be_annoyed,jayden,0.9299999999999999,block2,Yes,NA,English,58,38
MC,5154,NA,201,44,ai,Hats are worn on the head,11.680983333333334,MC,MC,hat,0.010000000000000009,block2,Yes,NA,English,58,39
C,7243,high_prior,201,45,ai,Josie loves France,11.680983333333334,hear,hear,josie,0.71,block2,Yes,NA,English,58,40
C,4999,low_prior,201,46,ai,Owen lives in New Orleans,11.680983333333334,think,think,owen,0.73,block2,Yes,NA,English,58,41
C,6790,high_prior,201,47,ai,Mary is taking a prenatal yoga class,11.680983333333334,discover,discover,mary,0.99,block2,Yes,NA,English,58,42
MC,5421,NA,201,48,ai,Pizza is sold at the pizzeria,11.680983333333334,MC,MC,pizza,0.020000000000000018,block2,Yes,NA,English,58,43
C,11702,low_prior,201,49,ai,Danny is a diabetic,11.680983333333334,suggest,suggest,danny,0.79,block2,Yes,NA,English,58,44
C,6601,low_prior,201,50,ai,Julian is German,11.680983333333334,confirm,confirm,julian,0.29000000000000004,block2,Yes,NA,English,58,45
C,8497,low_prior,201,51,ai,Emma is in first grade,11.680983333333334,know,know,emma,0.63,block2,Yes,NA,English,58,46
C,5045,low_prior,201,52,ai,Zoe is 5 years old,11.680983333333334,announce,announce,zoe,0.25,block2,Yes,NA,English,58,47
MC,5363,NA,201,53,ai,Many children like ice cream,11.680983333333334,MC,MC,kids,0.010000000000000009,block2,Yes,NA,English,58,48
C,6623,high_prior,201,54,ai,Charley lives in Mexico,11.680983333333334,say,say,charley,0.18000000000000005,block2,Yes,NA,English,58,49
C,12783,low_prior,201,55,ai,Isabella is a vegetarian,11.680983333333334,inform,inform,isabella,0.30000000000000004,block2,Yes,NA,English,58,50
C,5056,low_prior,201,56,ai,Grace hates her sister,11.680983333333334,demonstrate,demonstrate,grace,0.19999999999999996,block2,Yes,NA,English,58,51
C,6281,high_prior,201,57,ai,Josh is a 5-year old boy,11.680983333333334,confess,confess,josh,0.12,block2,Yes,NA,English,58,52
C,14949,high_prior,202,5,ai,Isabella is from Argentina,11.0177,reveal,reveal,isabella,0.9,block1,Yes,NA,English,49,1
MC,10995,NA,202,6,ai,Muffins are sold at the bakery,11.0177,MC,MC,muffins,0.06999999999999995,block1,Yes,NA,English,49,2
C,9801,low_prior,202,7,ai,Mary is a middle school student,11.0177,inform,inform,mary,0.92,block1,Yes,NA,English,49,3
C,12535,low_prior,202,8,ai,Emily never has any money,11.0177,hear,hear,emily,0.95,block1,Yes,NA,English,49,4
C,10182,low_prior,202,9,ai,Olivia has two small children,11.0177,prove,prove,olivia,0.89,block1,Yes,NA,English,49,5
C,17383,high_prior,202,10,ai,Josh is a 5-year old boy,11.0177,be_right,be_right,josh,0.22999999999999998,block1,Yes,NA,English,49,6
C,26731,high_prior,202,11,ai,Frank has always wanted a pet,11.0177,pretend,pretend,frank,0.31999999999999995,block1,Yes,NA,English,49,7
C,13485,low_prior,202,12,ai,Tony has been sober for 20 years,11.0177,announce,announce,tony,0.65,block1,Yes,NA,English,49,8
MC,10993,NA,202,13,ai,Garages are used to store cars and other things,11.0177,MC,MC,garage,0.010000000000000009,block1,Yes,NA,English,49,9
C,15579,low_prior,202,14,ai,Sophia is a high end fashion model,11.0177,suggest,suggest,sophia,0.79,block1,Yes,NA,English,49,10
MC,7767,NA,202,15,ai,Many children like ice cream,11.0177,MC,MC,kids,0.010000000000000009,block1,Yes,NA,English,49,11
C,12577,high_prior,202,16,ai,Charley lives in Mexico,11.0177,establish,establish,charley,0.22999999999999998,block1,Yes,NA,English,49,12
C,33170,high_prior,202,17,ai,Emma is in law school,11.0177,think,think,emma,0.65,block1,Yes,NA,English,49,13
C,12813,low_prior,202,18,ai,Jayden doesn't have a driver's license,11.0177,say,say,jayden,0.32999999999999996,block1,Yes,NA,English,49,14
C,10557,low_prior,202,19,ai,Zoe is 5 years old,11.0177,discover,discover,zoe,0.31000000000000005,block1,Yes,NA,English,49,15
C,9343,high_prior,202,20,ai,Danny loves cake,11.0177,admit,admit,danny,0.78,block1,Yes,NA,English,49,16
C,10674,high_prior,202,21,ai,Jackson is training for a marathon,11.0177,demonstrate,demonstrate,jackson,0.37,block1,Yes,NA,English,49,17
C,10657,high_prior,202,22,ai,Mia is a college student,11.0177,acknowledge,acknowledge,mia,0.6799999999999999,block1,Yes,NA,English,49,18
C,8308,high_prior,202,23,ai,Josie loves France,11.0177,see,see,josie,0.88,block1,Yes,NA,English,49,19
C,11019,low_prior,202,24,ai,Grace hates her sister,11.0177,know,know,grace,0.92,block1,Yes,NA,English,49,20
C,14271,low_prior,202,25,ai,Owen lives in New Orleans,11.0177,be_annoyed,be_annoyed,owen,0.95,block1,Yes,NA,English,49,21
C,12677,high_prior,202,26,ai,Julian is Cuban,11.0177,confirm,confirm,julian,0.32999999999999996,block1,Yes,NA,English,49,22
MC,6568,NA,202,27,ai,Ballet is a type of dance,11.0177,MC,MC,ballet,0,block1,Yes,NA,English,49,23
C,9651,low_prior,202,28,ai,Jon lives 10 miles away from work,11.0177,confess,confess,jon,0.31000000000000005,block1,Yes,NA,English,49,24
MC,7079,NA,202,29,ai,Hats are worn on the head,11.0177,MC,MC,hat,0,block1,Yes,NA,English,49,25
MC,7835,NA,202,30,ai,Pizza is sold at the pizzeria,11.0177,MC,MC,pizza,0,block1,Yes,NA,English,49,26
C,16725,low_prior,202,32,projective,Zoe is 5 years old,11.0177,discover,discover,zoe,0.24,block2,Yes,NA,English,49,27
C,6951,high_prior,202,33,projective,Josh is a 5-year old boy,11.0177,be_right,be_right,josh,0.05,block2,Yes,NA,English,49,28
